sect_class,section,class,subclass,section_text,class_text,subclass_text
B60,B,60,H,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('VEHICLES IN GENERAL',)","('ARRANGEMENTS OF HEATING, COOLING, VENTILATING OR OTHER AIR-TREATING DEVICES SPECIALLY ADAPTED FOR PASSENGER OR GOODS SPACES OF VEHICLES',)"
B60,B,60,J,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('VEHICLES IN GENERAL',)","('WINDOWS, WINDSCREENS, NON-FIXED ROOFS, DOORS, OR SIMILAR DEVICES FOR VEHICLES', 'REMOVABLE EXTERNAL PROTECTIVE COVERINGS SPECIALLY ADAPTED FOR VEHICLES ')"
B60,B,60,K,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('VEHICLES IN GENERAL',)","('ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES', 'ARRANGEMENT OR MOUNTING OF PLURAL DIVERSE PRIME-MOVERS IN VEHICLES', 'AUXILIARY DRIVES FOR VEHICLES', 'INSTRUMENTATION OR DASHBOARDS FOR VEHICLES', 'ARRANGEMENTS IN CONNECTION WITH COOLING, AIR INTAKE, GAS EXHAUST OR FUEL SUPPLY OF PROPULSION UNITS IN VEHICLES')"
B60,B,60,L,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('VEHICLES IN GENERAL',)","('PROPULSION OF ELECTRICALLY-PROPELLED VEHICLES ', 'SUPPLYING ELECTRIC POWER FOR AUXILIARY EQUIPMENT OF ELECTRICALLY-PROPELLED VEHICLES ', 'ELECTRODYNAMIC BRAKE SYSTEMS FOR VEHICLES IN GENERAL ', 'MAGNETIC SUSPENSION OR LEVITATION FOR VEHICLES', 'MONITORING OPERATING VARIABLES OF ELECTRICALLY-PROPELLED VEHICLES', 'ELECTRIC SAFETY DEVICES FOR ELECTRICALLY-PROPELLED VEHICLES')"
B60,B,60,M,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('VEHICLES IN GENERAL',)","('POWER SUPPLY LINES, AND DEVICES ALONG RAILS, FOR ELECTRICALLY- PROPELLED VEHICLES ',)"
B60,B,60,N,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('VEHICLES IN GENERAL',)","('SEATS SPECIALLY ADAPTED FOR VEHICLES', 'VEHICLE PASSENGER ACCOMMODATION NOT OTHERWISE PROVIDED FOR')"
B60,B,60,P,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('VEHICLES IN GENERAL',)","('VEHICLES ADAPTED FOR LOAD TRANSPORTATION OR TO TRANSPORT, TO CARRY, OR TO COMPRISE SPECIAL LOADS OR OBJECTS ',)"
B60,B,60,Q,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('VEHICLES IN GENERAL',)","('ARRANGEMENT OF SIGNALLING OR LIGHTING DEVICES, THE MOUNTING OR SUPPORTING THEREOF OR CIRCUITS THEREFOR, FOR VEHICLES IN GENERAL',)"
B60,B,60,R,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('VEHICLES IN GENERAL',)","('VEHICLES, VEHICLE FITTINGS, OR VEHICLE PARTS, NOT OTHERWISE PROVIDED FOR',)"
B60,B,60,S,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('VEHICLES IN GENERAL',)","('SERVICING, CLEANING, REPAIRING, SUPPORTING, LIFTING, OR MANOEUVRING OF VEHICLES, NOT OTHERWISE PROVIDED FOR',)"
B60,B,60,T,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('VEHICLES IN GENERAL',)","('VEHICLE BRAKE CONTROL SYSTEMS OR PARTS THEREOF', 'BRAKE CONTROL SYSTEMS OR PARTS THEREOF, IN GENERAL ', 'ARRANGEMENT OF BRAKING ELEMENTS ON VEHICLES IN GENERAL', 'PORTABLE DEVICES FOR PREVENTING UNWANTED MOVEMENT OF VEHICLES', 'VEHICLE MODIFICATIONS TO FACILITATE COOLING OF BRAKES')"
B60,B,60,V,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('VEHICLES IN GENERAL',)","('AIR-CUSHION VEHICLES',)"
B60,B,60,W,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('VEHICLES IN GENERAL',)","('CONJOINT CONTROL OF VEHICLE SUB-UNITS OF DIFFERENT TYPE OR DIFFERENT FUNCTION', 'CONTROL SYSTEMS SPECIALLY ADAPTED FOR HYBRID VEHICLES', 'ROAD VEHICLE DRIVE CONTROL SYSTEMS FOR PURPOSES NOT RELATED TO THE CONTROL OF A PARTICULAR SUB-UNIT')"
B60,B,60,Y,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('VEHICLES IN GENERAL',)","('INDEXING SCHEME RELATING TO ASPECTS CROSS-CUTTING VEHICLE TECHNOLOGY',)"
B61,B,61,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('RAILWAYS',)","('RAILWAY SYSTEMS', 'EQUIPMENT THEREFOR NOT OTHERWISE PROVIDED FOR ')"
B61,B,61,C,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('RAILWAYS',)","('LOCOMOTIVES', 'MOTOR RAILCARS ')"
B61,B,61,D,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('RAILWAYS',)","('BODY DETAILS OR KINDS OF RAILWAY VEHICLES ',)"
B61,B,61,F,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('RAILWAYS',)","('RAIL VEHICLE SUSPENSIONS, e.g. UNDERFRAMES, BOGIES OR ARRANGEMENTS OF WHEEL AXLES', 'RAIL VEHICLES FOR USE ON TRACKS OF DIFFERENT WIDTH', 'PREVENTING DERAILING OF RAIL VEHICLES', 'WHEEL GUARDS, OBSTRUCTION REMOVERS OR THE LIKE FOR RAIL VEHICLES ')"
B61,B,61,G,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('RAILWAYS',)","('COUPLINGS', 'DRAUGHT AND BUFFING APPLIANCES ')"
B61,B,61,H,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('RAILWAYS',)","('BRAKES OR OTHER RETARDING DEVICES SPECIALLY ADAPTED FOR RAIL VEHICLES', 'ARRANGEMENT OR DISPOSITION THEREOF IN RAIL VEHICLES ')"
B61,B,61,J,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('RAILWAYS',)","('SHIFTING OR SHUNTING OF RAIL VEHICLES ',)"
B61,B,61,K,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('RAILWAYS',)","('AUXILIARY EQUIPMENT SPECIALLY ADAPTED FOR RAILWAYS, NOT OTHERWISE PROVIDED FOR ',)"
B61,B,61,L,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('RAILWAYS',)","('GUIDING RAILWAY TRAFFIC', 'ENSURING THE SAFETY OF RAILWAY TRAFFIC ')"
B62,B,62,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS',)","('HAND-PROPELLED VEHICLES, e.g. HAND CARTS OR PERAMBULATORS', 'SLEDGES ')"
B62,B,62,C,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS',)","('VEHICLES DRAWN BY ANIMALS',)"
B62,B,62,D,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS',)","('MOTOR VEHICLES', 'TRAILERS ')"
B62,B,62,H,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS',)","('CYCLE STANDS', 'SUPPORTS OR HOLDERS FOR PARKING OR STORING CYCLES', 'APPLIANCES PREVENTING OR INDICATING UNAUTHORIZED USE OR THEFT OF CYCLES', 'LOCKS INTEGRAL WITH CYCLES', 'DEVICES FOR LEARNING TO RIDE CYCLES')"
B62,B,62,J,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS',)","('CYCLE SADDLES OR SEATS', 'AUXILIARY DEVICES OR ACCESSORIES SPECIALLY ADAPTED TO CYCLES AND NOT OTHERWISE PROVIDED FOR, e.g. ARTICLE CARRIERS OR CYCLE PROTECTORS')"
B62,B,62,K,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS',)","('CYCLES', 'CYCLE FRAMES', 'CYCLE STEERING DEVICES', 'RIDER-OPERATED TERMINAL CONTROLS SPECIALLY ADAPTED FOR CYCLES', 'CYCLE AXLE SUSPENSIONS', 'CYCLE SIDE-CARS, FORECARS, OR THE LIKE')"
B62,B,62,L,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS',)","('BRAKES SPECIALLY ADAPTED FOR CYCLES ',)"
B62,B,62,M,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS',)","('RIDER PROPULSION OF WHEELED VEHICLES OR SLEDGES', 'POWERED PROPULSION OF SLEDGES OR ', ' CYCLES', 'TRANSMISSIONS SPECIALLY ADAPTED FOR SUCH VEHICLES ')"
B63,B,63,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('SHIPS OR OTHER WATERBORNE VESSELS', 'RELATED EQUIPMENT')","('SHIPS OR OTHER WATERBORNE VESSELS', 'EQUIPMENT FOR SHIPPING\xa0 ')"
B63,B,63,C,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('SHIPS OR OTHER WATERBORNE VESSELS', 'RELATED EQUIPMENT')","('LAUNCHING, HAULING-OUT, OR DRY-DOCKING OF VESSELS', 'LIFE-SAVING IN WATER', 'EQUIPMENT FOR DWELLING OR WORKING UNDER WATER', 'MEANS FOR SALVAGING OR SEARCHING FOR UNDERWATER OBJECTS ')"
B63,B,63,G,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('SHIPS OR OTHER WATERBORNE VESSELS', 'RELATED EQUIPMENT')","('OFFENSIVE OR DEFENSIVE ARRANGEMENTS ON VESSELS', 'MINE-LAYING', 'MINE-SWEEPING', 'SUBMARINES', 'AIRCRAFT CARRIERS ')"
B63,B,63,H,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('SHIPS OR OTHER WATERBORNE VESSELS', 'RELATED EQUIPMENT')","('MARINE PROPULSION OR STEERING ',)"
B63,B,63,J,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('SHIPS OR OTHER WATERBORNE VESSELS', 'RELATED EQUIPMENT')","('AUXILIARIES ON VESSELS',)"
B64,B,64,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('AIRCRAFT', 'AVIATION', 'COSMONAUTICS')","('LIGHTER-THAN AIR AIRCRAFT',)"
B64,B,64,C,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('AIRCRAFT', 'AVIATION', 'COSMONAUTICS')","('AEROPLANES', 'HELICOPTERS ')"
B64,B,64,D,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('AIRCRAFT', 'AVIATION', 'COSMONAUTICS')","('EQUIPMENT FOR FITTING IN OR TO AIRCRAFT', 'FLYING SUITS', 'PARACHUTES', 'ARRANGEMENTS OR MOUNTING OF POWER PLANTS OR PROPULSION TRANSMISSIONS IN AIRCRAFT')"
B64,B,64,F,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('AIRCRAFT', 'AVIATION', 'COSMONAUTICS')","('GROUND OR AIRCRAFT-CARRIER-DECK INSTALLATIONS SPECIALLY ADAPTED FOR USE IN CONNECTION WITH AIRCRAFT', 'DESIGNING, MANUFACTURING, ASSEMBLING, CLEANING, MAINTAINING OR REPAIRING AIRCRAFT, NOT OTHERWISE PROVIDED FOR', 'HANDLING, TRANSPORTING, TESTING OR INSPECTING AIRCRAFT COMPONENTS, NOT OTHERWISE PROVIDED FOR')"
B64,B,64,G,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('AIRCRAFT', 'AVIATION', 'COSMONAUTICS')","('COSMONAUTICS', 'VEHICLES OR EQUIPMENT THEREFOR ')"
B65,B,65,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('CONVEYING', 'PACKING', 'STORING', 'HANDLING THIN OR FILAMENTARY MATERIAL')","('MACHINES, APPARATUS OR DEVICES FOR, OR METHODS OF, PACKAGING ARTICLES OR MATERIALS', 'UNPACKING ')"
B65,B,65,C,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('CONVEYING', 'PACKING', 'STORING', 'HANDLING THIN OR FILAMENTARY MATERIAL')","('LABELLING OR TAGGING MACHINES, APPARATUS, OR PROCESSES ',)"
B65,B,65,D,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('CONVEYING', 'PACKING', 'STORING', 'HANDLING THIN OR FILAMENTARY MATERIAL')","('CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS', 'ACCESSORIES, CLOSURES, OR FITTINGS THEREFOR', 'PACKAGING ELEMENTS', 'PACKAGES')"
B65,B,65,F,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('CONVEYING', 'PACKING', 'STORING', 'HANDLING THIN OR FILAMENTARY MATERIAL')","('GATHERING OR REMOVAL OF DOMESTIC OR LIKE REFUSE ',)"
B65,B,65,G,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('CONVEYING', 'PACKING', 'STORING', 'HANDLING THIN OR FILAMENTARY MATERIAL')","('TRANSPORT OR STORAGE DEVICES, e.g. CONVEYORS FOR LOADING OR TIPPING,\xa0SHOP CONVEYOR SYSTEMS OR\xa0PNEUMATIC TUBE CONVEYORS ',)"
B65,B,65,H,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('CONVEYING', 'PACKING', 'STORING', 'HANDLING THIN OR FILAMENTARY MATERIAL')","('HANDLING THIN OR FILAMENTARY MATERIAL, e.g. SHEETS, WEBS, CABLES',)"
B66,B,66,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('HOISTING', 'LIFTING', 'HAULING')","('ELEVATORS', 'ESCALATORS OR MOVING WALKWAYS ')"
B66,B,66,C,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('HOISTING', 'LIFTING', 'HAULING')","('CRANES', 'LOAD-ENGAGING ELEMENTS OR DEVICES FOR CRANES, CAPSTANS, WINCHES, OR TACKLES ')"
B66,B,66,D,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('HOISTING', 'LIFTING', 'HAULING')","('CAPSTANS', 'WINCHES', 'TACKLES, e.g. PULLEY BLOCKS', 'HOISTS ')"
B66,B,66,F,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('HOISTING', 'LIFTING', 'HAULING')","('HOISTING, LIFTING, HAULING OR PUSHING, NOT OTHERWISE PROVIDED FOR, e.g. DEVICES WHICH APPLY A LIFTING OR PUSHING FORCE DIRECTLY TO THE SURFACE OF A LOAD ',)"
B67,B,67,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('OPENING, CLOSING ', ' BOTTLES, JARS OR SIMILAR CONTAINERS', 'LIQUID HANDLING')","('APPLYING CLOSURE MEMBERS TO BOTTLES JARS, OR SIMILAR CONTAINERS', 'OPENING CLOSED CONTAINERS ')"
B67,B,67,C,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('OPENING, CLOSING ', ' BOTTLES, JARS OR SIMILAR CONTAINERS', 'LIQUID HANDLING')","('CLEANING, FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR', 'FUNNELS')"
B67,B,67,D,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('OPENING, CLOSING ', ' BOTTLES, JARS OR SIMILAR CONTAINERS', 'LIQUID HANDLING')","('DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ',)"
B68,B,68,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('SADDLERY', 'UPHOLSTERY')","('HARNESS', 'DEVICES USED IN CONNECTION THEREWITH', 'WHIPS OR THE LIKE')"
B68,B,68,C,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('SADDLERY', 'UPHOLSTERY')","('SADDLES', 'STIRRUPS')"
B68,B,68,F,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('SADDLERY', 'UPHOLSTERY')","('MAKING ARTICLES FROM LEATHER, CANVAS, OR THE LIKE',)"
B68,B,68,G,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('SADDLERY', 'UPHOLSTERY')","('METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING', 'UPHOLSTERY NOT OTHERWISE PROVIDED FOR')"
B81,B,81,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('MICROSTRUCTURAL TECHNOLOGY',)","('MICROSTRUCTURAL DEVICES OR SYSTEMS, e.g. MICROMECHANICAL DEVICES ',)"
B81,B,81,C,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('MICROSTRUCTURAL TECHNOLOGY',)","('PROCESSES OR APPARATUS SPECIALLY ADAPTED FOR THE MANUFACTURE OR TREATMENT OF MICROSTRUCTURAL DEVICES OR SYSTEMS ',)"
B82,B,82,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('NANOTECHNOLOGY',)","('NANOSTRUCTURES FORMED BY MANIPULATION OF INDIVIDUAL ATOMS, MOLECULES, OR LIMITED COLLECTIONS OF ATOMS OR MOLECULES AS DISCRETE UNITS', 'MANUFACTURE OR TREATMENT THEREOF')"
B82,B,82,Y,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('NANOTECHNOLOGY',)","('SPECIFIC USES OR APPLICATIONS OF NANOSTRUCTURES', 'MEASUREMENT OR ANALYSIS OF NANOSTRUCTURES', 'MANUFACTURE OR TREATMENT OF NANOSTRUCTURES')"
B99,B,99,Z,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION',)","('SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION',)"
C01,C,01,B,"('CHEMISTRY', 'METALLURGY')","('INORGANIC CHEMISTRY',)","('NON-METALLIC ELEMENTS', 'COMPOUNDS THEREOF; ')"
C01,C,01,C,"('CHEMISTRY', 'METALLURGY')","('INORGANIC CHEMISTRY',)","('AMMONIA', 'CYANOGEN', 'COMPOUNDS THEREOF ')"
C01,C,01,D,"('CHEMISTRY', 'METALLURGY')","('INORGANIC CHEMISTRY',)","('COMPOUNDS OF ALKALI METALS, i.e. LITHIUM, SODIUM, POTASSIUM, RUBIDIUM, CAESIUM, OR FRANCIUM ',)"
C01,C,01,F,"('CHEMISTRY', 'METALLURGY')","('INORGANIC CHEMISTRY',)","('COMPOUNDS OF THE METALS BERYLLIUM, MAGNESIUM, ALUMINIUM, CALCIUM, STRONTIUM, BARIUM, RADIUM, THORIUM, OR OF THE RARE-EARTH METALS ',)"
C01,C,01,G,"('CHEMISTRY', 'METALLURGY')","('INORGANIC CHEMISTRY',)","('COMPOUNDS CONTAINING METALS NOT COVERED BY SUBCLASSES ',)"
C01,C,01,P,"('CHEMISTRY', 'METALLURGY')","('INORGANIC CHEMISTRY',)","('INDEXING SCHEME RELATING TO STRUCTURAL AND PHYSICAL ASPECTS OF SOLID INORGANIC COMPOUNDS',)"
C02,C,02,F,"('CHEMISTRY', 'METALLURGY')","('TREATMENT OF WATER, WASTE WATER, SEWAGE, OR SLUDGE',)","('TREATMENT OF WATER, WASTE WATER, SEWAGE, OR SLUDGE ',)"
C03,C,03,B,"('CHEMISTRY', 'METALLURGY')","('GLASS', 'MINERAL OR SLAG WOOL')","('MANUFACTURE, SHAPING, OR SUPPLEMENTARY PROCESSES',)"
C03,C,03,C,"('CHEMISTRY', 'METALLURGY')","('GLASS', 'MINERAL OR SLAG WOOL')","('CHEMICAL COMPOSITION OF GLASSES, GLAZES OR VITREOUS ENAMELS', 'SURFACE TREATMENT OF GLASS', 'SURFACE TREATMENT OF FIBRES OR FILAMENTS MADE FROM GLASS, MINERALS OR SLAGS', 'JOINING GLASS TO GLASS OR OTHER MATERIALS')"
C04,C,04,B,"('CHEMISTRY', 'METALLURGY')","('CEMENTS', 'CONCRETE', 'ARTIFICIAL STONE', 'CERAMICS', 'REFRACTORIES')","('LIME, MAGNESIA', 'SLAG', 'CEMENTS', 'COMPOSITIONS THEREOF, e.g. MORTARS, CONCRETE OR LIKE BUILDING MATERIALS', 'ARTIFICIAL STONE ', 'CERAMICS ', 'REFRACTORIES', 'TREATMENT OF NATURAL STONE')"
C05,C,05,B,"('CHEMISTRY', 'METALLURGY')","('FERTILISERS', 'MANUFACTURE THEREOF')","('PHOSPHATIC FERTILISERS',)"
C05,C,05,C,"('CHEMISTRY', 'METALLURGY')","('FERTILISERS', 'MANUFACTURE THEREOF')","('NITROGENOUS FERTILISERS',)"
C05,C,05,D,"('CHEMISTRY', 'METALLURGY')","('FERTILISERS', 'MANUFACTURE THEREOF')","('INORGANIC FERTILISERS NOT COVERED BY SUBCLASSES ', 'FERTILISERS PRODUCING CARBON DIOXIDE')"
C05,C,05,F,"('CHEMISTRY', 'METALLURGY')","('FERTILISERS', 'MANUFACTURE THEREOF')","('ORGANIC FERTILISERS NOT COVERED BY SUBCLASSES ',)"
C05,C,05,G,"('CHEMISTRY', 'METALLURGY')","('FERTILISERS', 'MANUFACTURE THEREOF')","('MIXTURES OF FERTILISERS COVERED INDIVIDUALLY BY DIFFERENT SUBCLASSES OF CLASS ', 'MIXTURES OF ONE OR MORE FERTILISERS WITH MATERIALS NOT HAVING A SPECIFIC FERTILISING ACTIVITY, e.g. PESTICIDES, SOIL-CONDITIONERS, WETTING AGENTS ', 'FERTILISERS CHARACTERISED BY THEIR FORM')"
C06,C,06,B,"('CHEMISTRY', 'METALLURGY')","('EXPLOSIVES', 'MATCHES')","('EXPLOSIVES OR THERMIC COMPOSITIONS ', 'MANUFACTURE THEREOF', 'USE OF SINGLE SUBSTANCES AS EXPLOSIVES ')"
C06,C,06,C,"('CHEMISTRY', 'METALLURGY')","('EXPLOSIVES', 'MATCHES')","('DETONATING OR PRIMING DEVICES', 'FUSES ', 'CHEMICAL LIGHTERS', 'PYROPHORIC COMPOSITIONS')"
C06,C,06,D,"('CHEMISTRY', 'METALLURGY')","('EXPLOSIVES', 'MATCHES')","('MEANS FOR GENERATING SMOKE OR MIST', 'GAS-ATTACK COMPOSITIONS', 'GENERATION OF GAS FOR BLASTING OR PROPULSION (CHEMICAL PART) ')"
C06,C,06,F,"('CHEMISTRY', 'METALLURGY')","('EXPLOSIVES', 'MATCHES')","('MATCHES', 'MANUFACTURE OF MATCHES')"
C07,C,07,B,"('CHEMISTRY', 'METALLURGY')","('ORGANIC CHEMISTRY',)","('GENERAL METHODS OF ORGANIC CHEMISTRY', 'APPARATUS THEREFOR ')"
C07,C,07,C,"('CHEMISTRY', 'METALLURGY')","('ORGANIC CHEMISTRY',)","('ACYCLIC OR CARBOCYCLIC COMPOUNDS',)"
C07,C,07,D,"('CHEMISTRY', 'METALLURGY')","('ORGANIC CHEMISTRY',)","('HETEROCYCLIC COMPOUNDS',)"
C07,C,07,F,"('CHEMISTRY', 'METALLURGY')","('ORGANIC CHEMISTRY',)","('ACYCLIC, CARBOCYCLIC OR HETEROCYCLIC COMPOUNDS CONTAINING ELEMENTS OTHER THAN CARBON, HYDROGEN, HALOGEN, OXYGEN, NITROGEN, SULFUR, SELENIUM OR TELLURIUM ',)"
C07,C,07,G,"('CHEMISTRY', 'METALLURGY')","('ORGANIC CHEMISTRY',)","('COMPOUNDS OF UNKNOWN CONSTITUTION',)"
C07,C,07,H,"('CHEMISTRY', 'METALLURGY')","('ORGANIC CHEMISTRY',)","('SUGARS', 'DERIVATIVES THEREOF', 'NUCLEOSIDES', 'NUCLEOTIDES', 'NUCLEIC ACIDS ')"
C07,C,07,J,"('CHEMISTRY', 'METALLURGY')","('ORGANIC CHEMISTRY',)","('STEROIDS ',)"
C07,C,07,K,"('CHEMISTRY', 'METALLURGY')","('ORGANIC CHEMISTRY',)","('PEPTIDES ',)"
C08,C,08,B,"('CHEMISTRY', 'METALLURGY')","('ORGANIC MACROMOLECULAR COMPOUNDS', 'THEIR PREPARATION OR CHEMICAL WORKING-UP', 'COMPOSITIONS BASED THEREON')","('POLYSACCHARIDES', 'DERIVATIVES THEREOF ')"
C08,C,08,C,"('CHEMISTRY', 'METALLURGY')","('ORGANIC MACROMOLECULAR COMPOUNDS', 'THEIR PREPARATION OR CHEMICAL WORKING-UP', 'COMPOSITIONS BASED THEREON')","('TREATMENT OR CHEMICAL MODIFICATION OF RUBBERS',)"
C08,C,08,F,"('CHEMISTRY', 'METALLURGY')","('ORGANIC MACROMOLECULAR COMPOUNDS', 'THEIR PREPARATION OR CHEMICAL WORKING-UP', 'COMPOSITIONS BASED THEREON')","('MACROMOLECULAR COMPOUNDS OBTAINED BY REACTIONS ONLY INVOLVING CARBON-TO-CARBON UNSATURATED BONDS',)"
C08,C,08,G,"('CHEMISTRY', 'METALLURGY')","('ORGANIC MACROMOLECULAR COMPOUNDS', 'THEIR PREPARATION OR CHEMICAL WORKING-UP', 'COMPOSITIONS BASED THEREON')","('MACROMOLECULAR COMPOUNDS OBTAINED OTHERWISE THAN BY REACTIONS ONLY INVOLVING UNSATURATED CARBON-TO-CARBON BONDS',)"
C08,C,08,H,"('CHEMISTRY', 'METALLURGY')","('ORGANIC MACROMOLECULAR COMPOUNDS', 'THEIR PREPARATION OR CHEMICAL WORKING-UP', 'COMPOSITIONS BASED THEREON')","('DERIVATIVES OF NATURAL MACROMOLECULAR COMPOUNDS ',)"
C08,C,08,J,"('CHEMISTRY', 'METALLURGY')","('ORGANIC MACROMOLECULAR COMPOUNDS', 'THEIR PREPARATION OR CHEMICAL WORKING-UP', 'COMPOSITIONS BASED THEREON')","('WORKING-UP', 'GENERAL PROCESSES OF COMPOUNDING', 'AFTER-TREATMENT NOT COVERED BY SUBCLASSES ')"
C08,C,08,K,"('CHEMISTRY', 'METALLURGY')","('ORGANIC MACROMOLECULAR COMPOUNDS', 'THEIR PREPARATION OR CHEMICAL WORKING-UP', 'COMPOSITIONS BASED THEREON')","('Use of inorganic or non-macromolecular organic substances as compounding ingredients ',)"
C08,C,08,L,"('CHEMISTRY', 'METALLURGY')","('ORGANIC MACROMOLECULAR COMPOUNDS', 'THEIR PREPARATION OR CHEMICAL WORKING-UP', 'COMPOSITIONS BASED THEREON')","('COMPOSITIONS OF MACROMOLECULAR COMPOUNDS ',)"
C09,C,09,B,"('CHEMISTRY', 'METALLURGY')","('DYES', 'PAINTS', 'POLISHES', 'NATURAL RESINS', 'ADHESIVES', 'COMPOSITIONS NOT OTHERWISE PROVIDED FOR', 'APPLICATIONS OF MATERIALS NOT OTHERWISE PROVIDED FOR')","('ORGANIC DYES OR CLOSELY-RELATED COMPOUNDS FOR PRODUCING DYES ', 'MORDANTS', 'LAKES ')"
C09,C,09,C,"('CHEMISTRY', 'METALLURGY')","('DYES', 'PAINTS', 'POLISHES', 'NATURAL RESINS', 'ADHESIVES', 'COMPOSITIONS NOT OTHERWISE PROVIDED FOR', 'APPLICATIONS OF MATERIALS NOT OTHERWISE PROVIDED FOR')","('TREATMENT OF INORGANIC MATERIALS, OTHER THAN FIBROUS FILLERS, TO ENHANCE THEIR PIGMENTING OR FILLING PROPERTIES ', 'PREPARATION OF CARBON BLACK; ')"
